Drug1,Drug2,cell,drug1_db,drug2_db,synergy,fold
CARBOPLATIN,BEZ-235,UACC62,DB00958,DB11651,30.8055659332,2
CARBOPLATIN,BEZ-235,VCAP,DB00958,DB11651,26.956158828400003,2
CARBOPLATIN,BEZ-235,ZR751,DB00958,DB11651,5.3681475253,2
CARBOPLATIN,BORTEZOMIB,A2058,DB00958,DB00188,-15.8134978266,1
CARBOPLATIN,BORTEZOMIB,A2780,DB00958,DB00188,-18.2010858287,1
CARBOPLATIN,BORTEZOMIB,A375,DB00958,DB00188,27.0771495696,1
CARBOPLATIN,BORTEZOMIB,CAOV3,DB00958,DB00188,-43.53796853520001,1
CARBOPLATIN,BORTEZOMIB,DLD1,DB00958,DB00188,15.442146853,1
CARBOPLATIN,BORTEZOMIB,ES2,DB00958,DB00188,-15.7441893374,1
CARBOPLATIN,BORTEZOMIB,HCT116,DB00958,DB00188,22.6675047314,1
CARBOPLATIN,BORTEZOMIB,HT144,DB00958,DB00188,6.0282282636,1
CARBOPLATIN,BORTEZOMIB,HT29,DB00958,DB00188,-14.87691148,1
CARBOPLATIN,BORTEZOMIB,KPL1,DB00958,DB00188,17.5535784201,1
CARBOPLATIN,BORTEZOMIB,LOVO,DB00958,DB00188,17.172200664800002,1
CARBOPLATIN,BORTEZOMIB,MDAMB436,DB00958,DB00188,3.1334804139,1
CARBOPLATIN,BORTEZOMIB,NCIH1650,DB00958,DB00188,-19.4380763686,1
CARBOPLATIN,BORTEZOMIB,NCIH2122,DB00958,DB00188,21.1213621697,1
CARBOPLATIN,BORTEZOMIB,NCIH23,DB00958,DB00188,-13.6682476242,1
CARBOPLATIN,BORTEZOMIB,NCIH460,DB00958,DB00188,-4.6330311031,1
CARBOPLATIN,BORTEZOMIB,NCIH520,DB00958,DB00188,-33.808012069,1
CARBOPLATIN,BORTEZOMIB,OV90,DB00958,DB00188,-3.8150119215,1
CARBOPLATIN,BORTEZOMIB,RKO,DB00958,DB00188,23.930714555100003,1
CARBOPLATIN,BORTEZOMIB,RPMI7951,DB00958,DB00188,-20.3694174265,1
CARBOPLATIN,BORTEZOMIB,SKMEL30,DB00958,DB00188,-1.4937476361000002,1
CARBOPLATIN,BORTEZOMIB,SKMES1,DB00958,DB00188,-20.6022819531,1
CARBOPLATIN,BORTEZOMIB,SKOV3,DB00958,DB00188,-19.2884251998,1
CARBOPLATIN,BORTEZOMIB,SW620,DB00958,DB00188,2.0834946331,1
CARBOPLATIN,BORTEZOMIB,SW837,DB00958,DB00188,7.7379820483,1
CARBOPLATIN,BORTEZOMIB,T47D,DB00958,DB00188,-49.5887152938,1
CARBOPLATIN,BORTEZOMIB,UACC62,DB00958,DB00188,-10.7872473476,1
CARBOPLATIN,BORTEZOMIB,VCAP,DB00958,DB00188,-10.8132456694,1
CARBOPLATIN,BORTEZOMIB,ZR751,DB00958,DB00188,30.4483020957,1
CARBOPLATIN,DASATINIB,A2058,DB00958,DB01254,36.5563123529,0
CARBOPLATIN,DASATINIB,A2780,DB00958,DB01254,63.0464369032,0
CARBOPLATIN,DASATINIB,A375,DB00958,DB01254,12.763253786199998,0
CARBOPLATIN,DASATINIB,CAOV3,DB00958,DB01254,27.8909526877,0
CARBOPLATIN,DASATINIB,DLD1,DB00958,DB01254,-0.1970791766,0
CARBOPLATIN,DASATINIB,ES2,DB00958,DB01254,3.0732889432,0
CARBOPLATIN,DASATINIB,HCT116,DB00958,DB01254,-31.4732952676,0
CARBOPLATIN,DASATINIB,HT144,DB00958,DB01254,-29.2864839264,0
CARBOPLATIN,DASATINIB,HT29,DB00958,DB01254,14.8942934648,0
CARBOPLATIN,DASATINIB,KPL1,DB00958,DB01254,11.0670901105,0
CARBOPLATIN,DASATINIB,LOVO,DB00958,DB01254,42.0038884855,0
CARBOPLATIN,DASATINIB,MDAMB436,DB00958,DB01254,22.7650507864,0
CARBOPLATIN,DASATINIB,NCIH1650,DB00958,DB01254,31.8769981552,0
CARBOPLATIN,DASATINIB,NCIH2122,DB00958,DB01254,-68.8280159838,0
CARBOPLATIN,DASATINIB,NCIH23,DB00958,DB01254,5.139639037,0
CARBOPLATIN,DASATINIB,NCIH460,DB00958,DB01254,10.6865179132,0
CARBOPLATIN,DASATINIB,NCIH520,DB00958,DB01254,37.2849117306,0
CARBOPLATIN,DASATINIB,OV90,DB00958,DB01254,-1.4086987743,0
CARBOPLATIN,DASATINIB,RKO,DB00958,DB01254,18.5889975532,0
CARBOPLATIN,DASATINIB,RPMI7951,DB00958,DB01254,8.7436587763,0
CARBOPLATIN,DASATINIB,SKMEL30,DB00958,DB01254,-27.0903065888,0
CARBOPLATIN,DASATINIB,SKMES1,DB00958,DB01254,6.715560340900001,0
CARBOPLATIN,DASATINIB,SKOV3,DB00958,DB01254,-8.5142500076,0
CARBOPLATIN,DASATINIB,SW620,DB00958,DB01254,15.6871388994,0
CARBOPLATIN,DASATINIB,SW837,DB00958,DB01254,16.7723253406,0
CARBOPLATIN,DASATINIB,T47D,DB00958,DB01254,-33.1422811573,0
CARBOPLATIN,DASATINIB,UACC62,DB00958,DB01254,6.6663649408,0
CARBOPLATIN,DASATINIB,VCAP,DB00958,DB01254,29.0665220981,0
CARBOPLATIN,DASATINIB,ZR751,DB00958,DB01254,2.6658102047,0
CARBOPLATIN,DINACICLIB,A2058,DB00958,DB12021,-19.9574716164,1
CARBOPLATIN,DINACICLIB,A2780,DB00958,DB12021,-1.8411545458,1
CARBOPLATIN,DINACICLIB,A375,DB00958,DB12021,0.6980946253,1
CARBOPLATIN,DINACICLIB,CAOV3,DB00958,DB12021,-24.8267041532,1
CARBOPLATIN,DINACICLIB,DLD1,DB00958,DB12021,-8.327349752,1
CARBOPLATIN,DINACICLIB,ES2,DB00958,DB12021,-11.2942591177,1
CARBOPLATIN,DINACICLIB,HCT116,DB00958,DB12021,-9.0654881236,1
CARBOPLATIN,DINACICLIB,HT144,DB00958,DB12021,-3.0900133187,1
CARBOPLATIN,DINACICLIB,HT29,DB00958,DB12021,-6.7297604291,1
CARBOPLATIN,DINACICLIB,KPL1,DB00958,DB12021,-12.705274703,1
CARBOPLATIN,DINACICLIB,LOVO,DB00958,DB12021,-2.0448191594,1
CARBOPLATIN,DINACICLIB,MDAMB436,DB00958,DB12021,0.4017703034,1
CARBOPLATIN,DINACICLIB,NCIH1650,DB00958,DB12021,-5.2466029427,1
CARBOPLATIN,DINACICLIB,NCIH2122,DB00958,DB12021,-6.4705489798,1
CARBOPLATIN,DINACICLIB,NCIH23,DB00958,DB12021,-11.7833412793,1
CARBOPLATIN,DINACICLIB,NCIH460,DB00958,DB12021,-6.2593018487,1
CARBOPLATIN,DINACICLIB,NCIH520,DB00958,DB12021,-17.969375416,1
CARBOPLATIN,DINACICLIB,OV90,DB00958,DB12021,-18.9168288622,1
CARBOPLATIN,DINACICLIB,RKO,DB00958,DB12021,3.4186314011000003,1
CARBOPLATIN,DINACICLIB,RPMI7951,DB00958,DB12021,-8.8767549932,1
CARBOPLATIN,DINACICLIB,SKMEL30,DB00958,DB12021,-9.9323589992,1
CARBOPLATIN,DINACICLIB,SKMES1,DB00958,DB12021,-6.5814843148,1
CARBOPLATIN,DINACICLIB,SKOV3,DB00958,DB12021,-27.0906218117,1
CARBOPLATIN,DINACICLIB,SW620,DB00958,DB12021,-6.3778671546000005,1
CARBOPLATIN,DINACICLIB,SW837,DB00958,DB12021,-15.4178225958,1
CARBOPLATIN,DINACICLIB,T47D,DB00958,DB12021,-76.6840882954,1
CARBOPLATIN,DINACICLIB,UACC62,DB00958,DB12021,3.3118188771,1
CARBOPLATIN,DINACICLIB,VCAP,DB00958,DB12021,-4.6843420444,1
CARBOPLATIN,DINACICLIB,ZR751,DB00958,DB12021,-9.8214624005,1
CARBOPLATIN,ERLOTINIB,A2058,DB00958,DB00530,-7.666082701100001,0
CARBOPLATIN,ERLOTINIB,A2780,DB00958,DB00530,0.9208375232,0
CARBOPLATIN,ERLOTINIB,A375,DB00958,DB00530,11.1219098079,0
CARBOPLATIN,ERLOTINIB,CAOV3,DB00958,DB00530,5.1706058901,0
CARBOPLATIN,ERLOTINIB,DLD1,DB00958,DB00530,-6.2645165492,0
CARBOPLATIN,ERLOTINIB,ES2,DB00958,DB00530,-5.5810387577,0
CARBOPLATIN,ERLOTINIB,HCT116,DB00958,DB00530,2.8438250091,0
CARBOPLATIN,ERLOTINIB,HT144,DB00958,DB00530,-5.5315501365,0
CARBOPLATIN,ERLOTINIB,HT29,DB00958,DB00530,5.8906558945,0
CARBOPLATIN,ERLOTINIB,KPL1,DB00958,DB00530,16.2505397692,0
CARBOPLATIN,ERLOTINIB,LOVO,DB00958,DB00530,20.1658857556,0
CARBOPLATIN,ERLOTINIB,MDAMB436,DB00958,DB00530,9.0660629835,0
CARBOPLATIN,ERLOTINIB,NCIH1650,DB00958,DB00530,-7.9765129414,0
CARBOPLATIN,ERLOTINIB,NCIH2122,DB00958,DB00530,12.0484571669,0
CARBOPLATIN,ERLOTINIB,NCIH23,DB00958,DB00530,-11.5928764557,0
CARBOPLATIN,ERLOTINIB,NCIH460,DB00958,DB00530,6.6261583568,0
CARBOPLATIN,ERLOTINIB,NCIH520,DB00958,DB00530,-11.3019160921,0
CARBOPLATIN,ERLOTINIB,OV90,DB00958,DB00530,-11.5626831931,0
CARBOPLATIN,ERLOTINIB,RKO,DB00958,DB00530,8.7914758962,0
CARBOPLATIN,ERLOTINIB,RPMI7951,DB00958,DB00530,-9.1898000718,0
CARBOPLATIN,ERLOTINIB,SKMEL30,DB00958,DB00530,-2.0971370311,0
CARBOPLATIN,ERLOTINIB,SKMES1,DB00958,DB00530,15.3615095349,0
CARBOPLATIN,ERLOTINIB,SKOV3,DB00958,DB00530,-7.4110412114,0
CARBOPLATIN,ERLOTINIB,SW620,DB00958,DB00530,-5.2245961392,0
CARBOPLATIN,ERLOTINIB,SW837,DB00958,DB00530,12.9715190971,0
CARBOPLATIN,ERLOTINIB,T47D,DB00958,DB00530,-27.8292932285,0
CARBOPLATIN,ERLOTINIB,UACC62,DB00958,DB00530,21.9061479835,0
CARBOPLATIN,ERLOTINIB,VCAP,DB00958,DB00530,31.5338394746,0
CARBOPLATIN,ERLOTINIB,ZR751,DB00958,DB00530,31.1673383217,0
CARBOPLATIN,GELDANAMYCIN,A2058,DB00958,DB02424,9.354111594,1
CARBOPLATIN,GELDANAMYCIN,A2780,DB00958,DB02424,1.1382376766,1
CARBOPLATIN,GELDANAMYCIN,A375,DB00958,DB02424,8.8815365149,1
CARBOPLATIN,GELDANAMYCIN,CAOV3,DB00958,DB02424,11.8478360362,1
CARBOPLATIN,GELDANAMYCIN,DLD1,DB00958,DB02424,4.2257567664,1
CARBOPLATIN,GELDANAMYCIN,ES2,DB00958,DB02424,8.0497501378,1
CARBOPLATIN,GELDANAMYCIN,HCT116,DB00958,DB02424,16.2270093834,1
CARBOPLATIN,GELDANAMYCIN,HT144,DB00958,DB02424,-1.2141469382,1
CARBOPLATIN,GELDANAMYCIN,HT29,DB00958,DB02424,-14.2082404484,1
CARBOPLATIN,GELDANAMYCIN,KPL1,DB00958,DB02424,-6.1480897303,1
CARBOPLATIN,GELDANAMYCIN,LOVO,DB00958,DB02424,-1.0863576813,1
CARBOPLATIN,GELDANAMYCIN,MDAMB436,DB00958,DB02424,7.8665649897,1
CARBOPLATIN,GELDANAMYCIN,NCIH1650,DB00958,DB02424,-17.1781644378,1
CARBOPLATIN,GELDANAMYCIN,NCIH2122,DB00958,DB02424,-13.8289440902,1
CARBOPLATIN,GELDANAMYCIN,NCIH23,DB00958,DB02424,-14.8404843468,1
CARBOPLATIN,GELDANAMYCIN,NCIH460,DB00958,DB02424,-10.2921994785,1
CARBOPLATIN,GELDANAMYCIN,NCIH520,DB00958,DB02424,-5.1742968832,1
CARBOPLATIN,GELDANAMYCIN,OV90,DB00958,DB02424,-11.7491440479,1
CARBOPLATIN,GELDANAMYCIN,RKO,DB00958,DB02424,13.5135795067,1
CARBOPLATIN,GELDANAMYCIN,RPMI7951,DB00958,DB02424,-5.7836529501,1
CARBOPLATIN,GELDANAMYCIN,SKMEL30,DB00958,DB02424,37.2937149539,1
CARBOPLATIN,GELDANAMYCIN,SKMES1,DB00958,DB02424,-7.9376605648,1
CARBOPLATIN,GELDANAMYCIN,SKOV3,DB00958,DB02424,-37.3386220797,1
CARBOPLATIN,GELDANAMYCIN,SW620,DB00958,DB02424,-24.4347609081,1
CARBOPLATIN,GELDANAMYCIN,SW837,DB00958,DB02424,-20.8728310263,1
CARBOPLATIN,GELDANAMYCIN,T47D,DB00958,DB02424,-71.2063014173,1
CARBOPLATIN,GELDANAMYCIN,UACC62,DB00958,DB02424,-9.6698469233,1
CARBOPLATIN,GELDANAMYCIN,VCAP,DB00958,DB02424,6.4167312724,1
CARBOPLATIN,GELDANAMYCIN,ZR751,DB00958,DB02424,-34.8495110418,1
CARBOPLATIN,L778123,A2058,DB00958,DB07227,0.3311250385,3
CARBOPLATIN,L778123,A2780,DB00958,DB07227,0.2009944823999999,3
CARBOPLATIN,L778123,A375,DB00958,DB07227,-2.3019537329,3
CARBOPLATIN,L778123,CAOV3,DB00958,DB07227,-6.0648864867,3
CARBOPLATIN,L778123,DLD1,DB00958,DB07227,-3.1817283094,3
CARBOPLATIN,L778123,ES2,DB00958,DB07227,-2.8066429662,3
CARBOPLATIN,L778123,HCT116,DB00958,DB07227,-7.790459360599999,3
CARBOPLATIN,L778123,HT144,DB00958,DB07227,-7.3391215049,3
CARBOPLATIN,L778123,HT29,DB00958,DB07227,12.7817938765,3
CARBOPLATIN,L778123,KPL1,DB00958,DB07227,-8.6430884511,3
CARBOPLATIN,L778123,LOVO,DB00958,DB07227,2.893768119,3
CARBOPLATIN,L778123,MDAMB436,DB00958,DB07227,-0.0061063152,3
CARBOPLATIN,L778123,NCIH1650,DB00958,DB07227,-15.0298901202,3
CARBOPLATIN,L778123,NCIH2122,DB00958,DB07227,1.0729085084,3
CARBOPLATIN,L778123,NCIH23,DB00958,DB07227,2.0458583463,3
CARBOPLATIN,L778123,NCIH460,DB00958,DB07227,-7.6567998585,3
CARBOPLATIN,L778123,NCIH520,DB00958,DB07227,-2.7734545516000004,3
CARBOPLATIN,L778123,OV90,DB00958,DB07227,-0.1590348656,3
CARBOPLATIN,L778123,RKO,DB00958,DB07227,1.8706308271,3
CARBOPLATIN,L778123,RPMI7951,DB00958,DB07227,-7.5788002322,3
CARBOPLATIN,L778123,SKMEL30,DB00958,DB07227,-4.1038521673,3
CARBOPLATIN,L778123,SKMES1,DB00958,DB07227,1.2938040351,3
CARBOPLATIN,L778123,SKOV3,DB00958,DB07227,-1.5508555413999998,3
CARBOPLATIN,L778123,SW620,DB00958,DB07227,-13.834024971500002,3
CARBOPLATIN,L778123,SW837,DB00958,DB07227,-2.4073383097,3
CARBOPLATIN,L778123,T47D,DB00958,DB07227,-31.7907398522,3
CARBOPLATIN,L778123,UACC62,DB00958,DB07227,-9.7728984728,3
CARBOPLATIN,L778123,VCAP,DB00958,DB07227,4.9822402834,3
CARBOPLATIN,L778123,ZR751,DB00958,DB07227,0.0426410111,3
CARBOPLATIN,LAPATINIB,A2058,DB00958,DB01259,-5.2848856154,4
CARBOPLATIN,LAPATINIB,A2780,DB00958,DB01259,2.2590634263,4
CARBOPLATIN,LAPATINIB,A375,DB00958,DB01259,7.3668116315,4
CARBOPLATIN,LAPATINIB,CAOV3,DB00958,DB01259,-2.549850481,4
CARBOPLATIN,LAPATINIB,DLD1,DB00958,DB01259,-1.4388499869999998,4
CARBOPLATIN,LAPATINIB,ES2,DB00958,DB01259,-2.0719412908000003,4
CARBOPLATIN,LAPATINIB,HCT116,DB00958,DB01259,7.1939723001,4
CARBOPLATIN,LAPATINIB,HT144,DB00958,DB01259,10.205043193,4
CARBOPLATIN,LAPATINIB,HT29,DB00958,DB01259,6.492061958200001,4
CARBOPLATIN,LAPATINIB,KPL1,DB00958,DB01259,8.8125343228,4
CARBOPLATIN,LAPATINIB,LOVO,DB00958,DB01259,29.269676975,4
CARBOPLATIN,LAPATINIB,MDAMB436,DB00958,DB01259,5.8044889371,4
CARBOPLATIN,LAPATINIB,NCIH1650,DB00958,DB01259,-3.9126033881,4
CARBOPLATIN,LAPATINIB,NCIH2122,DB00958,DB01259,-4.6959553188,4
CARBOPLATIN,LAPATINIB,NCIH23,DB00958,DB01259,-6.743798977000001,4
CARBOPLATIN,LAPATINIB,NCIH460,DB00958,DB01259,-21.7211530022,4
CARBOPLATIN,LAPATINIB,NCIH520,DB00958,DB01259,-6.657165865900001,4
CARBOPLATIN,LAPATINIB,OV90,DB00958,DB01259,-15.3343322035,4
CARBOPLATIN,LAPATINIB,RKO,DB00958,DB01259,-5.3602261046,4
CARBOPLATIN,LAPATINIB,RPMI7951,DB00958,DB01259,0.7958959390000001,4
CARBOPLATIN,LAPATINIB,SKMEL30,DB00958,DB01259,-15.1917124594,4
CARBOPLATIN,LAPATINIB,SKMES1,DB00958,DB01259,9.0725521477,4
CARBOPLATIN,LAPATINIB,SKOV3,DB00958,DB01259,-0.2854540671,4
CARBOPLATIN,LAPATINIB,SW620,DB00958,DB01259,-11.0971506192,4
CARBOPLATIN,LAPATINIB,SW837,DB00958,DB01259,6.2668153297,4
CARBOPLATIN,LAPATINIB,T47D,DB00958,DB01259,-6.6854401915,4
CARBOPLATIN,LAPATINIB,UACC62,DB00958,DB01259,15.6150824676,4
CARBOPLATIN,LAPATINIB,VCAP,DB00958,DB01259,14.4805556321,4
CARBOPLATIN,LAPATINIB,ZR751,DB00958,DB01259,18.7417210189,4
CARBOPLATIN,MK-2206,A2058,DB00958,DB16828,1.3534486061000002,4
CARBOPLATIN,MK-2206,A2780,DB00958,DB16828,11.7119912251,4
CARBOPLATIN,MK-2206,A375,DB00958,DB16828,20.229156559,4
CARBOPLATIN,MK-2206,CAOV3,DB00958,DB16828,46.6007666415,4
CARBOPLATIN,MK-2206,DLD1,DB00958,DB16828,-4.4157792264,4
CARBOPLATIN,MK-2206,ES2,DB00958,DB16828,-2.1042798009,4
CARBOPLATIN,MK-2206,HCT116,DB00958,DB16828,34.1126668478,4
CARBOPLATIN,MK-2206,HT144,DB00958,DB16828,18.2888619776,4
CARBOPLATIN,MK-2206,HT29,DB00958,DB16828,16.467291764000002,4
CARBOPLATIN,MK-2206,KPL1,DB00958,DB16828,7.1816642864,4
CARBOPLATIN,MK-2206,LOVO,DB00958,DB16828,-11.7984868801,4
CARBOPLATIN,MK-2206,MDAMB436,DB00958,DB16828,17.895182230899998,4
CARBOPLATIN,MK-2206,NCIH1650,DB00958,DB16828,12.0676345043,4
CARBOPLATIN,MK-2206,NCIH2122,DB00958,DB16828,-1.5730561263,4
CARBOPLATIN,MK-2206,NCIH23,DB00958,DB16828,-6.4602780743,4
CARBOPLATIN,MK-2206,NCIH460,DB00958,DB16828,13.1037146099,4
CARBOPLATIN,MK-2206,NCIH520,DB00958,DB16828,-5.3468903297,4
CARBOPLATIN,MK-2206,OV90,DB00958,DB16828,-1.5879029656,4
CARBOPLATIN,MK-2206,RKO,DB00958,DB16828,35.3475748563,4
CARBOPLATIN,MK-2206,RPMI7951,DB00958,DB16828,1.4522525502,4
CARBOPLATIN,MK-2206,SKMEL30,DB00958,DB16828,21.790311895100004,4
CARBOPLATIN,MK-2206,SKMES1,DB00958,DB16828,-0.2172873198,4
CARBOPLATIN,MK-2206,SKOV3,DB00958,DB16828,-10.9222126783,4
CARBOPLATIN,MK-2206,SW620,DB00958,DB16828,21.9681244835,4
CARBOPLATIN,MK-2206,SW837,DB00958,DB16828,-2.4268453044,4
CARBOPLATIN,MK-2206,T47D,DB00958,DB16828,-43.917389986,4
CARBOPLATIN,MK-2206,UACC62,DB00958,DB16828,9.3356399231,4
CARBOPLATIN,MK-2206,VCAP,DB00958,DB16828,-4.8332497952,4
CARBOPLATIN,MK-2206,ZR751,DB00958,DB16828,-15.4167155151,4
CARBOPLATIN,MK-4827,A2058,DB00958,DB11793,7.7318563899,2
CARBOPLATIN,MK-4827,A2780,DB00958,DB11793,9.0630675562,2
CARBOPLATIN,MK-4827,A375,DB00958,DB11793,0.520762264,2
CARBOPLATIN,MK-4827,CAOV3,DB00958,DB11793,-0.9104212264,2
CARBOPLATIN,MK-4827,DLD1,DB00958,DB11793,-10.9566692232,2
CARBOPLATIN,MK-4827,ES2,DB00958,DB11793,-11.7819106785,2
CARBOPLATIN,MK-4827,HCT116,DB00958,DB11793,14.9768516987,2
CARBOPLATIN,MK-4827,HT144,DB00958,DB11793,1.5043334594,2
CARBOPLATIN,MK-4827,HT29,DB00958,DB11793,13.1948147404,2
CARBOPLATIN,MK-4827,KPL1,DB00958,DB11793,17.357018060399998,2
CARBOPLATIN,MK-4827,LOVO,DB00958,DB11793,-12.1726947957,2
CARBOPLATIN,MK-4827,MDAMB436,DB00958,DB11793,12.5360213445,2
CARBOPLATIN,MK-4827,NCIH1650,DB00958,DB11793,10.7823603755,2
CARBOPLATIN,MK-4827,NCIH2122,DB00958,DB11793,6.434044547999999,2
CARBOPLATIN,MK-4827,NCIH23,DB00958,DB11793,-7.4876089229,2
CARBOPLATIN,MK-4827,NCIH460,DB00958,DB11793,6.5222731186,2
CARBOPLATIN,MK-4827,NCIH520,DB00958,DB11793,1.544588172,2
CARBOPLATIN,MK-4827,OV90,DB00958,DB11793,-9.005526845599999,2
CARBOPLATIN,MK-4827,RKO,DB00958,DB11793,13.9615711064,2
CARBOPLATIN,MK-4827,RPMI7951,DB00958,DB11793,-0.3162039896,2
CARBOPLATIN,MK-4827,SKMEL30,DB00958,DB11793,1.4808534693000002,2
CARBOPLATIN,MK-4827,SKMES1,DB00958,DB11793,-0.0151438138999999,2
CARBOPLATIN,MK-4827,SKOV3,DB00958,DB11793,6.024028461,2
CARBOPLATIN,MK-4827,SW620,DB00958,DB11793,12.5817700768,2
CARBOPLATIN,MK-4827,SW837,DB00958,DB11793,-18.4010417862,2
CARBOPLATIN,MK-4827,T47D,DB00958,DB11793,-45.0521589322,2
CARBOPLATIN,MK-4827,UACC62,DB00958,DB11793,-3.0915086352,2
CARBOPLATIN,MK-4827,VCAP,DB00958,DB11793,26.4262231219,2
CARBOPLATIN,MK-4827,ZR751,DB00958,DB11793,-4.7877982207,2
CARBOPLATIN,MK-5108,A2058,DB00958,DB12556,-20.013842133,4
CARBOPLATIN,MK-5108,A2780,DB00958,DB12556,15.8064156649,4
CARBOPLATIN,MK-5108,A375,DB00958,DB12556,16.6634105082,4
CARBOPLATIN,MK-5108,CAOV3,DB00958,DB12556,-20.165844648,4
CARBOPLATIN,MK-5108,DLD1,DB00958,DB12556,-2.5251718628,4
CARBOPLATIN,MK-5108,ES2,DB00958,DB12556,10.5413709661,4
CARBOPLATIN,MK-5108,HCT116,DB00958,DB12556,4.853547588600001,4
CARBOPLATIN,MK-5108,HT144,DB00958,DB12556,2.9450093437,4
CARBOPLATIN,MK-5108,HT29,DB00958,DB12556,8.4095131802,4
CARBOPLATIN,MK-5108,KPL1,DB00958,DB12556,8.9400925105,4
CARBOPLATIN,MK-5108,LOVO,DB00958,DB12556,-6.4191177227,4
CARBOPLATIN,MK-5108,MDAMB436,DB00958,DB12556,2.5717609232,4
CARBOPLATIN,MK-5108,NCIH1650,DB00958,DB12556,-11.5512909471,4
CARBOPLATIN,MK-5108,NCIH2122,DB00958,DB12556,-10.4698957,4
CARBOPLATIN,MK-5108,NCIH23,DB00958,DB12556,3.7386832356,4
CARBOPLATIN,MK-5108,NCIH460,DB00958,DB12556,-17.5324902057,4
CARBOPLATIN,MK-5108,NCIH520,DB00958,DB12556,-16.6684055633,4
CARBOPLATIN,MK-5108,OV90,DB00958,DB12556,-9.1794061031,4
CARBOPLATIN,MK-5108,RKO,DB00958,DB12556,29.1104554442,4
CARBOPLATIN,MK-5108,RPMI7951,DB00958,DB12556,-6.5091244446,4
CARBOPLATIN,MK-5108,SKMEL30,DB00958,DB12556,6.700461435599999,4
CARBOPLATIN,MK-5108,SKMES1,DB00958,DB12556,-9.3245575355,4
CARBOPLATIN,MK-5108,SKOV3,DB00958,DB12556,8.8269617216,4
CARBOPLATIN,MK-5108,SW620,DB00958,DB12556,0.931082898,4
CARBOPLATIN,MK-5108,SW837,DB00958,DB12556,-15.7584395292,4
CARBOPLATIN,MK-5108,T47D,DB00958,DB12556,22.0685501847,4
CARBOPLATIN,MK-5108,UACC62,DB00958,DB12556,-4.1107286442,4
CARBOPLATIN,MK-5108,VCAP,DB00958,DB12556,2.1032638825,4
CARBOPLATIN,MK-5108,ZR751,DB00958,DB12556,3.4012201937,4
CARBOPLATIN,MK-8669,A2058,DB00958,DB06233,15.2037346962,1
CARBOPLATIN,MK-8669,A2780,DB00958,DB06233,18.6461321379,1
CARBOPLATIN,MK-8669,A375,DB00958,DB06233,27.267324402600003,1
CARBOPLATIN,MK-8669,CAOV3,DB00958,DB06233,23.4039728118,1
CARBOPLATIN,MK-8669,DLD1,DB00958,DB06233,-0.299593638,1
CARBOPLATIN,MK-8669,ES2,DB00958,DB06233,19.6810494539,1
CARBOPLATIN,MK-8669,HCT116,DB00958,DB06233,13.3921396473,1
CARBOPLATIN,MK-8669,HT144,DB00958,DB06233,8.593463782,1
CARBOPLATIN,MK-8669,HT29,DB00958,DB06233,26.9263908743,1
CARBOPLATIN,MK-8669,KPL1,DB00958,DB06233,51.6406703607,1
CARBOPLATIN,MK-8669,LOVO,DB00958,DB06233,19.4042873599,1
CARBOPLATIN,MK-8669,MDAMB436,DB00958,DB06233,25.8271263935,1
CARBOPLATIN,MK-8669,NCIH1650,DB00958,DB06233,27.1804222218,1
CARBOPLATIN,MK-8669,NCIH2122,DB00958,DB06233,10.7236678573,1
CARBOPLATIN,MK-8669,NCIH23,DB00958,DB06233,1.9194954526,1
CARBOPLATIN,MK-8669,NCIH460,DB00958,DB06233,28.5216578827,1
CARBOPLATIN,MK-8669,NCIH520,DB00958,DB06233,7.404743915399999,1
CARBOPLATIN,MK-8669,OV90,DB00958,DB06233,11.9048450125,1
CARBOPLATIN,MK-8669,RKO,DB00958,DB06233,35.5202613127,1
CARBOPLATIN,MK-8669,RPMI7951,DB00958,DB06233,28.8551554622,1
CARBOPLATIN,MK-8669,SKMEL30,DB00958,DB06233,38.9800474918,1
CARBOPLATIN,MK-8669,SKMES1,DB00958,DB06233,13.0604772967,1
CARBOPLATIN,MK-8669,SKOV3,DB00958,DB06233,24.8756293908,1
CARBOPLATIN,MK-8669,SW620,DB00958,DB06233,20.4302389635,1
CARBOPLATIN,MK-8669,SW837,DB00958,DB06233,22.1821101513,1
CARBOPLATIN,MK-8669,T47D,DB00958,DB06233,-30.6092297418,1
CARBOPLATIN,MK-8669,UACC62,DB00958,DB06233,22.8683316352,1
CARBOPLATIN,MK-8669,VCAP,DB00958,DB06233,37.002913807,1
CARBOPLATIN,MK-8669,ZR751,DB00958,DB06233,15.0306532096,1
CARBOPLATIN,MK-8776,A2058,DB00958,DB11899,32.6982278182,3
CARBOPLATIN,MK-8776,A2780,DB00958,DB11899,15.9757822504,3
CARBOPLATIN,MK-8776,A375,DB00958,DB11899,17.2260587438,3
CARBOPLATIN,MK-8776,CAOV3,DB00958,DB11899,35.1544629996,3
CARBOPLATIN,MK-8776,DLD1,DB00958,DB11899,-5.0333188046,3
CARBOPLATIN,MK-8776,ES2,DB00958,DB11899,0.0723774171,3
CARBOPLATIN,MK-8776,HCT116,DB00958,DB11899,5.4243700987,3
CARBOPLATIN,MK-8776,HT144,DB00958,DB11899,17.3096142616,3
CARBOPLATIN,MK-8776,HT29,DB00958,DB11899,10.6758973438,3
CARBOPLATIN,MK-8776,KPL1,DB00958,DB11899,19.3924413361,3
